rs,question,correct,distractor,successRate,question_correct,fill_in_blank,explicit_question,colon_end,what_was_first,true_false,has_img,has_code
65,"Existují x, y, pro které podmínka platí?",ano,ne,61.596,"Existují x, y, pro které podmínka platí? ano",0,1,0,0,0,0,0
65,"Existuje x, pro které podmínka platí?",ano,ne,58.434,"Existuje x, pro které podmínka platí? ano",0,1,0,0,0,0,0
65,"Existuje x, pro které podmínka platí?",ano,ne,70.37,"Existuje x, pro které podmínka platí? ano",0,1,0,0,0,0,0
65,"Existuje y, pro které podmínka <strong>neplatí</strong>?",ano,ne,61.29,"Existuje y, pro které podmínka <strong>neplatí</strong>? ano",0,1,0,0,0,0,0
65,Může podmínka platit?,ne,ano,69.014,Může podmínka platit? ne,0,1,0,0,0,0,0
65,Může podmínka platit?,ano,ne,62.275,Může podmínka platit? ano,0,1,0,0,0,0,0
65,"Doplňte, aby platilo:",==,=,72.454,"Doplňte, aby platilo: ==",0,0,1,0,0,0,0
65,"Doplňte, aby platilo:",==,=,77.84,"Doplňte, aby platilo: ==",0,0,1,0,0,0,0
65,Doplňte test na nulovost:,==,=,83.033,Doplňte test na nulovost: ==,0,0,1,0,0,0,0
65,Doplňte test na zápornost:,<,<=,71.176,Doplňte test na zápornost: <,0,0,1,0,0,0,0
65,Doplňte test na sudost:,==,=,76.622,Doplňte test na sudost: ==,0,0,1,0,0,0,0
65,Doplňte test na dělitelnost pěti:,==,!=,66.667,Doplňte test na dělitelnost pěti: ==,0,0,1,0,0,0,0
65,"Doplňte test, že alespoň jedno číslo je kladné:",or,and,73.678,"Doplňte test, že alespoň jedno číslo je kladné: or",0,0,1,0,0,0,0
65,"Doplňte, aby platilo:",or,and,74.066,"Doplňte, aby platilo: or",0,0,1,0,0,0,0
65,"Doplňte test, že obě čísla jsou záporná:",and,or,73.081,"Doplňte test, že obě čísla jsou záporná: and",0,0,1,0,0,0,0
65,"Doplňte, aby platilo:",True,False,66.407,"Doplňte, aby platilo: True",0,0,1,0,0,0,0
65,"Doplňte, aby platilo:",!=,not,61.417,"Doplňte, aby platilo: !=",0,0,1,0,0,0,0
65,"Doplňte, aby platilo:",not,False,78.698,"Doplňte, aby platilo: not",0,0,1,0,0,0,0
65,Nepravdu v Pythonu zapisujeme jako:,False,false,82.051,Nepravdu v Pythonu zapisujeme jako: False,0,0,1,0,0,0,0
80,Jaký je význam značky &lt p&gt ?,odstavec,obrázek,90.347,Jaký je význam značky &lt p&gt ? odstavec,0,1,0,0,0,0,0
80,Jaký je význam značky &lt b&gt ?,tučný text,kurzíva,86.34,Jaký je význam značky &lt b&gt ? tučný text,0,1,0,0,0,0,0
80,Jaký je význam značky &lt strong&gt ?,důležitý text,podtržený text,82.625,Jaký je význam značky &lt strong&gt ? důležitý text,0,1,0,0,0,0,0
80,Jaké je typické zobrazení textu označeného značkou &lt strong&gt ?,tučně,kurzívou,85.258,Jaké je typické zobrazení textu označeného značkou &lt strong&gt ? tučně,0,1,0,0,0,0,0
80,Jaký je význam značky &lt i&gt ?,kurzíva,tučný text,88.815,Jaký je význam značky &lt i&gt ? kurzíva,0,1,0,0,0,0,0
80,Jaký je význam značky &lt em&gt ?,zdůrazněný text,tučný text,82.076,Jaký je význam značky &lt em&gt ? zdůrazněný text,0,1,0,0,0,0,0
80,Jaké je typické zobrazení textu označeného značkou &lt em&gt ?,kurzívou,tučně,51.445,Jaké je typické zobrazení textu označeného značkou &lt em&gt ? kurzívou,0,1,0,0,0,0,0
80,Jaký je význam značky &lt h1&gt ?,hlavní nadpis,první odstavec,80.679,Jaký je význam značky &lt h1&gt ? hlavní nadpis,0,1,0,0,0,0,0
80,Jaký je význam značky &lt h2&gt ?,nadpis druhé úrovně,dvojtá vodorovná čára,91.399,Jaký je význam značky &lt h2&gt ? nadpis druhé úrovně,0,1,0,0,0,0,0
80,Jaký je význam značky &lt h3&gt ?,nadpis třetí úrovně,třetí nadpis,69.615,Jaký je význam značky &lt h3&gt ? nadpis třetí úrovně,0,1,0,0,0,0,0
80,Který nadpis je důležitější?,&lt h1&gt ,&lt h2&gt ,91.319,Který nadpis je důležitější? &lt h1&gt ,0,1,0,0,0,0,0
80,Jaký je význam značky &lt br&gt ?,nový řádek,vodorovná čára,73.855,Jaký je význam značky &lt br&gt ? nový řádek,0,1,0,0,0,0,0
80,Jaký je význam značky &lt hr&gt ?,vodorovná čára,nový řádek,74.667,Jaký je význam značky &lt hr&gt ? vodorovná čára,0,1,0,0,0,0,0
80,Jaký je význam značky &lt a&gt ?,odkaz,tučný text,84.522,Jaký je význam značky &lt a&gt ? odkaz,0,1,0,0,0,0,0
80,Co určuje atribut <em>href</em> značky &lt a&gt ?,adresu odkazu,barvu odkazu,84.064,Co určuje atribut <em>href</em> značky &lt a&gt ? adresu odkazu,0,1,0,0,0,0,0
80,Co určuje atribut <em>target</em> značky &lt a&gt ?,kde se odkaz otevře,adresa odkazu,41.326,Co určuje atribut <em>target</em> značky &lt a&gt ? kde se odkaz otevře,0,1,0,0,0,0,0
80,K čemu slouží značka &lt pre&gt ?,zachování mezer a nových řádků,smazání nadbytečných mezer a řádků,79.278,K čemu slouží značka &lt pre&gt ? zachování mezer a nových řádků,0,1,0,0,0,0,0
80,Kterými atributy nastavujeme velikost obrázku?,width a height,length a height,76.923,Kterými atributy nastavujeme velikost obrázku? width a height,0,1,0,0,0,0,0
80,"Jaká bude výška obrázku, pokud nastavíme pouze jeho šířku?",zachovávající poměr výška:šířka,nezměněná výška původního obrázku,58.743,"Jaká bude výška obrázku, pokud nastavíme pouze jeho šířku? zachovávající poměr výška:šířka",0,1,0,0,0,0,0
80,Jak vysoký bude obrázek?,100 pixelů,100 milimetrů,88.671,Jak vysoký bude obrázek? 100 pixelů,0,1,0,0,0,0,0
80,Zobrazí se stejně?,ano,ne,67.754,Zobrazí se stejně? ano,0,1,0,0,0,0,0
80,Vyberte značku pro odstavec textu.,&lt p&gt ,&lt a&gt ,85.591,Vyberte značku pro odstavec textu. &lt p&gt ,0,0,0,0,0,0,0
80,Vyberte značku pro tučný text.,&lt b&gt ,&lt i&gt ,87.792,Vyberte značku pro tučný text. &lt b&gt ,0,0,0,0,0,0,0
80,Vyberte značku pro kurzívu.,&lt i&gt ,&lt b&gt ,86.852,Vyberte značku pro kurzívu. &lt i&gt ,0,0,0,0,0,0,0
80,"Jak označit důležitou část textu, kterou chceme zvýraznit?",&lt strong&gt ,&lt main&gt ,74.278,"Jak označit důležitou část textu, kterou chceme zvýraznit? &lt strong&gt ",0,1,0,0,0,0,0
80,Kterou značku použít ke zdůraznění části textu?,&lt em&gt ,&lt li&gt ,74.891,Kterou značku použít ke zdůraznění části textu? &lt em&gt ,0,1,0,0,0,0,0
80,Jak označit hlavní nadpis na stránce?,&lt h1&gt ,&lt main&gt ,84.883,Jak označit hlavní nadpis na stránce? &lt h1&gt ,0,1,0,0,0,0,0
80,Jak označit nadpis 2. úrovně?,&lt h2&gt ,&lt h level=2&gt ,88.917,Jak označit nadpis 2. úrovně? &lt h2&gt ,0,1,0,0,0,0,0
80,Jak v HTML zapsat nový řádek?,&lt br&gt ,&lt break&gt ,83.976,Jak v HTML zapsat nový řádek? &lt br&gt ,0,1,0,0,0,0,0
80,Vyberte značku pro vodorovnou čáru.,&lt hr&gt ,&lt br&gt ,78.261,Vyberte značku pro vodorovnou čáru. &lt hr&gt ,0,0,0,0,0,0,0
80,Vyberte značku pro odkaz.,&lt a&gt ,&lt li&gt ,76.455,Vyberte značku pro odkaz. &lt a&gt ,0,0,0,0,0,0,0
80,Který atribut značky &lt a&gt  určuje cíl odkazu?,href,src,67.176,Který atribut značky &lt a&gt  určuje cíl odkazu? href,0,1,0,0,0,0,0
80,"Který atribut značky &lt a&gt  určuje, kde se odkaz otevře (např. v novém okně)?",target,src,64.794,"Který atribut značky &lt a&gt  určuje, kde se odkaz otevře (např. v novém okně)? target",0,1,0,0,0,0,0
80,Který z těchto atributů lze nastavit u obrázku?,src,href,69.244,Který z těchto atributů lze nastavit u obrázku? src,0,1,0,0,0,0,0
80,Vyberte značku pro zobrazení neformátovaného textu (tj. zachovávajícího mezery a nové řádky).,&lt pre&gt ,&lt txt&gt ,66.731,Vyberte značku pro zobrazení neformátovaného textu (tj. zachovávajícího mezery a nové řádky). &lt pre&gt ,0,0,0,0,0,0,0
80,Jde o validní HTML?,ano,ne,65.537,Jde o validní HTML? ano,0,1,0,0,0,0,0
80,Jde o validní HTML?,ano,ne,67.048,Jde o validní HTML? ano,0,1,0,0,0,0,0
80,Jde o validní HTML?,ano,ne,64.355,Jde o validní HTML? ano,0,1,0,0,0,0,0
80,Jde o validní HTML?,ano,ne,42.745,Jde o validní HTML? ano,0,1,0,0,0,0,0
80,Jde o validní HTML?,ano,ne,62.056,Jde o validní HTML? ano,0,1,0,0,0,0,0
80,Jde o validní HTML?,ano,ne,61.748,Jde o validní HTML? ano,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,73.137,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,84.453,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,66.239,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,74.053,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,65.974,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,53.802,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,52.087,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,59.345,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,50.0,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,45.224,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,63.148,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,64.591,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,57.031,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Jde o validní HTML?,ne,ano,62.808,Jde o validní HTML? ne,0,1,0,0,0,0,0
80,Doplňte:,&lt /p&gt ,/p,88.109,Doplňte: &lt /p&gt ,0,0,1,0,0,0,0
80,Doplňte:,/h1,h1,83.81,Doplňte: /h1,0,0,1,0,0,0,0
80,Doplňte:,/strong,strong/,87.053,Doplňte: /strong,0,0,1,0,0,0,0
80,Doplňte:,href,src,55.009,Doplňte: href,0,0,1,0,0,0,0
80,Doplňte:,href=,href:,78.895,Doplňte: href=,0,0,1,0,0,0,0
80,Doplňte:,src,href,63.511,Doplňte: src,0,0,1,0,0,0,0
80,Doplňte:,width,length,72.399,Doplňte: width,0,0,1,0,0,0,0
80,"Co nepatří mezi ostatní?<br> <em>a, p, h1, src, strong</em>",src,strong,64.259,"Co nepatří mezi ostatní?<br> <em>a, p, h1, src, strong</em> src",0,0,0,0,0,0,0
80,"Co nepatří mezi ostatní?<br> <em>href, src, alt, width, height</em>",href,src,56.522,"Co nepatří mezi ostatní?<br> <em>href, src, alt, width, height</em> href",0,0,0,0,0,0,0
80,Jaký je vztah mezi značkami &lt em&gt  a &lt i&gt ?,"&lt em&gt  udává význam (důraz), &lt i&gt  udává formátování (kurzíva)","&lt i&gt  udává význam (důraz), &lt em&gt  udává formátování (kurzíva)",74.762,"Jaký je vztah mezi značkami &lt em&gt  a &lt i&gt ? &lt em&gt  udává význam (důraz), &lt i&gt  udává formátování (kurzíva)",0,1,0,0,0,0,0
80,Která značka označuje tučný text bez indikace důležitosti?,&lt b&gt ,&lt strong&gt ,64.461,Která značka označuje tučný text bez indikace důležitosti? &lt b&gt ,0,1,0,0,0,0,0
80,Vyberte nepárovou značku.,&lt br&gt ,&lt p&gt ,73.111,Vyberte nepárovou značku. &lt br&gt ,0,0,0,0,0,0,0
80,Kam zapisujeme atributy?,do počáteční značky,do koncové značky,70.817,Kam zapisujeme atributy? do počáteční značky,0,1,0,0,0,0,0
80,V jakých jednotkách udáváme velikost obrázku (atributy <em>width</em> a <em>height</em>)?,pixely,centimetry,91.068,V jakých jednotkách udáváme velikost obrázku (atributy <em>width</em> a <em>height</em>)? pixely,0,1,0,0,0,0,0
75,Hlavní účel Braillova písma je kódování pro:,lidi s postižením zraku,počítače,78.298,Hlavní účel Braillova písma je kódování pro: lidi s postižením zraku,0,0,1,0,0,0,0
75,Původní účel Morseovy abecedy je kódování pro:,přenos telegrafem,námořní komunikaci,53.347,Původní účel Morseovy abecedy je kódování pro: přenos telegrafem,0,0,1,0,0,0,0
75,Pro zápis textu pro lidi s postižením zraku používáme:,Braillovo písmo,vlajkovou abecedu,78.133,Pro zápis textu pro lidi s postižením zraku používáme: Braillovo písmo,0,0,1,0,0,0,0
75,Jak kóduje text počítač?,přiřazuje písmenům čísla,pomocí Morseovy abecedy,68.12,Jak kóduje text počítač? přiřazuje písmenům čísla,0,1,0,0,0,0,0
75,Zápis .-|....|---|.--- je pomocí:,Morseovy abecedy,binárního kódování,78.521,Zápis .-|....|---|.--- je pomocí: Morseovy abecedy,0,0,1,0,0,0,0
75,"Účel kódů (např. Morse, Braille, ASCII) je:",reprezentace zprávy,utajení zprávy,41.779,"Účel kódů (např. Morse, Braille, ASCII) je: reprezentace zprávy",0,0,1,0,0,0,0
75,K utajení textu používáme:,šifry,kódy,65.593,K utajení textu používáme: šifry,0,0,1,0,0,0,0
75,K rychlému přenosu zpráv na dálku používáme:,kódování,šifrování,57.489,K rychlému přenosu zpráv na dálku používáme: kódování,0,0,1,0,0,0,0
75,"V _ mají kódy písmen různou délku, aby často používaná písmena šla rychleji vysílat.",Morseově abecedě,ASCII kódování,64.113,"V _ mají kódy písmen různou délku, aby často používaná písmena šla rychleji vysílat. Morseově abecedě",1,0,0,0,0,0,0
75,Můžeme využít Morseovu abecedu pro přenos textu pomocí píšťalky?,ano,ne,74.896,Můžeme využít Morseovu abecedu pro přenos textu pomocí píšťalky? ano,0,1,0,0,0,0,0
75,"Braillovo písmo kóduje znaky pomocí mřížky 2 × 3, na každém místě buď je, nebo není výstupek. Kolik různých znaků lze kódovat?",64,32,50.893,"Braillovo písmo kóduje znaky pomocí mřížky 2 × 3, na každém místě buď je, nebo není výstupek. Kolik různých znaků lze kódovat? 64",0,1,0,0,0,0,0
75,"Kódování vyžadují oddělovač, pokud jsou kódy znaků:",různě dlouhé,stejně dlouhé,60.675,"Kódování vyžadují oddělovač, pokud jsou kódy znaků: různě dlouhé",0,0,1,0,0,0,0
75,"Je pravda, že jeden kód může ve dvou různých znakových sadách reprezentovat dvě různá písmena?",ano,ne,66.031,"Je pravda, že jeden kód může ve dvou různých znakových sadách reprezentovat dvě různá písmena? ano",0,1,0,0,0,0,0
75,"Je pravda, že stejný znak může být v různých znakových sadách kódován různými čísly?",ano,ne,70.828,"Je pravda, že stejný znak může být v různých znakových sadách kódován různými čísly? ano",0,1,0,0,0,0,0
75,"Pokud kódujeme písmena podle jejich pořadí v anglické abecedě (A = 1, B = 2, atd.), jaký bude kód slova BANAN?","2, 1, 14, 1, 14","2, 1, 18, 3, 18",71.717,"Pokud kódujeme písmena podle jejich pořadí v anglické abecedě (A = 1, B = 2, atd.), jaký bude kód slova BANAN? 2, 1, 14, 1, 14",0,1,0,0,0,0,0
75,Který z následujících číselných kódů může reprezentovat CELER?,"14, 2, 7, 2, 11","14, 2, 7, 3, 11",72.542,"Který z následujících číselných kódů může reprezentovat CELER? 14, 2, 7, 2, 11",0,1,0,0,0,0,0
75,Který z následujících číselných kódů nemůže reprezentovat MRKEV?,"3, 2, 3, 2, 3","8, 7, 12, 1, 20",43.66,"Který z následujících číselných kódů nemůže reprezentovat MRKEV? 3, 2, 3, 2, 3",0,1,0,0,0,0,0
77,1 byte,8 bitů,10 bitů,71.821,1 byte 8 bitů,0,0,0,0,0,0,0
77,1 bit,0 nebo 1,reálné číslo mezi 0 a 1,67.821,1 bit 0 nebo 1,0,0,0,0,0,0,0
77,1 byte,256 možných hodnot,8 možných hodnot,42.458,1 byte 256 možných hodnot,0,0,0,0,0,0,0
77,1 bit,2 možné hodnoty,10 možných hodnot,65.196,1 bit 2 možné hodnoty,0,0,0,0,0,0,0
77,Pro uložení čísla 5 potřebujeme alespoň:,3 bity,5 bitů,71.915,Pro uložení čísla 5 potřebujeme alespoň: 3 bity,0,0,1,0,0,0,0
77,Pro uložení čísla 7 potřebujeme alespoň:,3 bity,4 bity,64.642,Pro uložení čísla 7 potřebujeme alespoň: 3 bity,0,0,1,0,0,0,0
77,Pro uložení čísla 13 potřebujeme alespoň:,4 bity,3 bity,68.579,Pro uložení čísla 13 potřebujeme alespoň: 4 bity,0,0,1,0,0,0,0
77,Pro uložení čísla 20 potřebujeme alespoň:,5 bitů,4 bity,65.217,Pro uložení čísla 20 potřebujeme alespoň: 5 bitů,0,0,1,0,0,0,0
77,2_{10},10_2,100_2,69.106,2_{10} 10_2,1,0,0,0,0,0,0
77,3_{10},11_2,111_2,71.988,3_{10} 11_2,1,0,0,0,0,0,0
77,4_{10},100_2,10_2,60.209,4_{10} 100_2,1,0,0,0,0,0,0
77,5_{10},101_2,110_2,66.162,5_{10} 101_2,1,0,0,0,0,0,0
77,6_{10},110_2,101_2,68.929,6_{10} 110_2,1,0,0,0,0,0,0
77,7_{10},111_2,1001_2,72.067,7_{10} 111_2,1,0,0,0,0,0,0
77,8_{10},1000_2,100_2,65.905,8_{10} 1000_2,1,0,0,0,0,0,0
77,9_{10},1001_2,1010_2,71.735,9_{10} 1001_2,1,0,0,0,0,0,0
77,10_{10},1010_2,1110_2,75.849,10_{10} 1010_2,1,0,0,0,0,0,0
77,11_{10},1011_2,1111_2,65.528,11_{10} 1011_2,1,0,0,0,0,0,0
77,12_{10},1100_2,1010_2,68.93,12_{10} 1100_2,1,0,0,0,0,0,0
77,13_{10},1101_2,1011_2,68.771,13_{10} 1101_2,1,0,0,0,0,0,0
77,14_{10},1110_2,1101_2,65.193,14_{10} 1110_2,1,0,0,0,0,0,0
77,15_{10},1111_2,111_2,72.064,15_{10} 1111_2,1,0,0,0,0,0,0
77,16_{10},10000_2,1000_2,65.453,16_{10} 10000_2,1,0,0,0,0,0,0
77,20_{10},10100_2,10110_2,62.996,20_{10} 10100_2,1,0,0,0,0,0,0
77,10_2,2_{10},4_{10},73.6,10_2 2_{10},1,0,0,0,0,0,0
77,11_2,3_{10},5_{10},69.994,11_2 3_{10},1,0,0,0,0,0,0
77,100_2,4_{10},2_{10},71.299,100_2 4_{10},1,0,0,0,0,0,0
77,101_2,5_{10},6_{10},72.087,101_2 5_{10},1,0,0,0,0,0,0
77,110_2,6_{10},5_{10},69.126,110_2 6_{10},1,0,0,0,0,0,0
77,111_2,7_{10},9_{10},69.484,111_2 7_{10},1,0,0,0,0,0,0
77,1000_2,8_{10},16_{10},65.617,1000_2 8_{10},1,0,0,0,0,0,0
77,1001_2,9_{10},7_{10},70.199,1001_2 9_{10},1,0,0,0,0,0,0
77,1010_2,10_{10},12_{10},68.84,1010_2 10_{10},1,0,0,0,0,0,0
77,1011_2,11_{10},13_{10},68.945,1011_2 11_{10},1,0,0,0,0,0,0
77,1100_2,12_{10},10_{10},64.846,1100_2 12_{10},1,0,0,0,0,0,0
77,1101_2,13_{10},15_{10},65.36,1101_2 13_{10},1,0,0,0,0,0,0
77,1110_2,14_{10},10_{10},63.608,1110_2 14_{10},1,0,0,0,0,0,0
77,1111_2,15_{10},7_{10},72.703,1111_2 15_{10},1,0,0,0,0,0,0
77,10000_2,16_{10},32_{10},63.246,10000_2 16_{10},1,0,0,0,0,0,0
77,25_{10},11001_2,10111_2,65.549,25_{10} 11001_2,1,0,0,0,0,0,0
77,24_{10},11000_2,10100_2,66.332,24_{10} 11000_2,1,0,0,0,0,0,0
77,21_{10},10101_2,10011_2,69.199,21_{10} 10101_2,1,0,0,0,0,0,0
77,31_{10},11111_2,10000_2,71.963,31_{10} 11111_2,1,0,0,0,0,0,0
77,32_{10},100000_2,10000_2,66.287,32_{10} 100000_2,1,0,0,0,0,0,0
77,19_{10},10011_2,10101_2,63.583,19_{10} 10011_2,1,0,0,0,0,0,0
77,33_{10},100001_2,101101_2,66.064,33_{10} 100001_2,1,0,0,0,0,0,0
77,10011_2,19_{10},17_{10},62.652,10011_2 19_{10},1,0,0,0,0,0,0
77,10010_2,18_{10},20_{10},55.245,10010_2 18_{10},1,0,0,0,0,0,0
77,11110_2,30_{10},15_{10},67.846,11110_2 30_{10},1,0,0,0,0,0,0
77,10101_2,21_{10},23_{10},68.738,10101_2 21_{10},1,0,0,0,0,0,0
77,101010_2,42_{10},21_{10},63.914,101010_2 42_{10},1,0,0,0,0,0,0
77,111000_2,56_{10},65_{10},69.167,111000_2 56_{10},1,0,0,0,0,0,0
77,100001_2,33_{10},48_{10},61.492,100001_2 33_{10},1,0,0,0,0,0,0
143,-5_{10},11111011 (dvojkový doplněk),11111110 (dvojkový doplněk),65.116,-5_{10} 11111011 (dvojkový doplněk),1,0,0,0,0,0,0
143,-1_{10},11111111 (dvojkový doplněk),10000000 (dvojkový doplněk),42.667,-1_{10} 11111111 (dvojkový doplněk),1,0,0,0,0,0,0
143,-7_{10},11111001 (dvojkový doplněk),11000111 (dvojkový doplněk),50.0,-7_{10} 11111001 (dvojkový doplněk),1,0,0,0,0,0,0
143,-12_{10},11110100 (dvojkový doplněk),10001100 (dvojkový doplněk),52.439,-12_{10} 11110100 (dvojkový doplněk),1,0,0,0,0,0,0
143,11111101 (dvojkový doplněk),-3_{10},3_{10},69.71,11111101 (dvojkový doplněk) -3_{10},0,0,0,0,0,0,0
143,11110011 (dvojkový doplněk),-13_{10},-3_{10},63.529,11110011 (dvojkový doplněk) -13_{10},0,0,0,0,0,0,0
143,10100001 (dvojkový doplněk),-95_{10},-5_{10},70.732,10100001 (dvojkový doplněk) -95_{10},0,0,0,0,0,0,0
143,Dvojkový doplněk (doplňkový kód) se používá k reprezentaci:,kladných a záporných čísel,zlomků,82.824,Dvojkový doplněk (doplňkový kód) se používá k reprezentaci: kladných a záporných čísel,0,0,1,0,0,0,0
143,Při které reprezentaci máme dva zápisy nuly?,inverzní kód,doplňkový kód,48.889,Při které reprezentaci máme dva zápisy nuly? inverzní kód,0,1,0,0,0,0,0
143,"Číslo 13,25 můžeme reprezentovat pomocí:",reprezentace s plovoucí desetinnou čárkou,inverzního kódu,66.234,"Číslo 13,25 můžeme reprezentovat pomocí: reprezentace s plovoucí desetinnou čárkou",0,0,1,0,0,0,0
143,Pojmy mantisa a exponent se používají při:,reprezentaci s plovoucí desetinnou čárkou,inverzním kódu,64.341,Pojmy mantisa a exponent se používají při: reprezentaci s plovoucí desetinnou čárkou,0,0,1,0,0,0,0
143,Při reprezentaci s plovoucí desetinnou čárkou používáme:,mantisu a exponent,čitatel a jmenovatel,72.656,Při reprezentaci s plovoucí desetinnou čárkou používáme: mantisu a exponent,0,0,1,0,0,0,0
143,inverzní kód,inverze všech bitů,inverze všech bitů a přičtení jedničky,68.75,inverzní kód inverze všech bitů,0,0,0,0,0,0,0
143,dvojkový doplněk,inverze všech bitů a přičtení jedničky,odečtení od dvojky,70.8,dvojkový doplněk inverze všech bitů a přičtení jedničky,0,0,0,0,0,0,0
143,rozsah reprezentovaných čísel při použití 3 bitů a dvojkového doplňku,−4 až 3,−8 až 7,65.333,rozsah reprezentovaných čísel při použití 3 bitů a dvojkového doplňku −4 až 3,0,0,0,0,0,0,0
143,rozsah čísel s použitím 4 bitů při reprezentaci pomocí dvojkového doplňku,−8 až 7,−7 až 8,57.143,rozsah čísel s použitím 4 bitů při reprezentaci pomocí dvojkového doplňku −8 až 7,0,0,0,0,0,0,0
143,rozsah čísel s použitím 8 bitů při reprezentaci pomocí dvojkového doplňku,−128 až 127,−128 až 128,71.951,rozsah čísel s použitím 8 bitů při reprezentaci pomocí dvojkového doplňku −128 až 127,0,0,0,0,0,0,0
144,Který trpaslík se koupal nejpozději?,Šmudla,Prófa,62.439,Který trpaslík se koupal nejpozději? Šmudla,0,1,0,0,0,0,0
144,Který trpaslík má nejraději jáhelník?,Dřímal,Šmudla,80.777,Který trpaslík má nejraději jáhelník? Dřímal,0,1,0,0,0,0,0
87,V jakém rozsahu jsou v tabulce jehličnaté stromy? ,A2:B3,A1:B2,68.234,V jakém rozsahu jsou v tabulce jehličnaté stromy?  A2:B3,0,0,0,0,0,0,0
87,Mají rozsahy A1:C3 a B4:C4 nějakou společnou buňku? ,ne,ano,52.165,Mají rozsahy A1:C3 a B4:C4 nějakou společnou buňku?  ne,0,0,0,0,0,0,0
82,Kolik je celkem strašidel na hradě i v rokli? ,=SUM(B2:C4),=B2:C4,75.144,Kolik je celkem strašidel na hradě i v rokli?  =SUM(B2:C4),0,0,0,0,0,0,0
82,Jakým vzorcem vypočítáme kosinus úhlu (v řádku 4)? ,=COS(RADIANS(B4)),=COS(DEGREES(A4)),55.205,Jakým vzorcem vypočítáme kosinus úhlu (v řádku 4)?  =COS(RADIANS(B4)),0,0,0,0,0,0,0
82,Kolik bílých paní je celkem na hradě? ,=SUM(B2:D2),=B3+C3+D3,70.177,Kolik bílých paní je celkem na hradě?  =SUM(B2:D2),0,0,0,0,0,0,0
82,"V buňce R1 máme poloměr kruhu, v buňce Q10 je uloženo číslo 2. Jakým vzorcem spočítáme obvod kruhu?",=2*PI()*R1,=2*Q10*R1,62.215,"V buňce R1 máme poloměr kruhu, v buňce Q10 je uloženo číslo 2. Jakým vzorcem spočítáme obvod kruhu? =2*PI()*R1",0,1,0,0,0,0,0
